order_date,daily_orders,dayofweek,is_weekend,month,year,lag_15,lag_30,lag_90,lag_180,lag_360,rolling_mean_15,rolling_std_15,rolling_mean_30,rolling_std_30,rolling_mean_90,rolling_std_90,rolling_mean_180,rolling_std_180,rolling_mean_360,rolling_std_360,ewma_15,ewma_30,ewma_90,ewma_180,ewma_360,momentum_15,momentum_30,momentum_90,momentum_180,momentum_360,is_high_short,is_high_long,is_peak_long,volatility_30,trend_15_30,trend_30_90,trend_90_180,trend_180_360
2017-01-06,4,4,0,1,2017,,,,,,27.727272727272727,16.793396970779373,27.727272727272727,16.793396970779373,27.727272727272727,16.793396970779373,27.727272727272727,16.793396970779373,27.727272727272727,16.793396970779373,20.663156050257385,17.44438783301231,12.17110954795336,10.241624098466437,9.162307302052968,,,,,,0,0,0,16.793396970779373,1.0,1.0,1.0,1.0
2017-01-07,4,5,1,1,2017,,,,,,25.75,17.415379827768746,25.75,17.415379827768746,25.75,17.415379827768746,25.75,17.415379827768746,25.75,17.415379827768746,18.58026154397521,16.57700797281797,11.991524722723616,10.172655876383935,9.133707261598381,,,,,,0,0,0,17.415379827768746,1.0,1.0,1.0,1.0
2017-01-08,4,6,1,1,2017,,,,,,24.076923076923077,17.73161742228431,24.076923076923077,17.73161742228431,24.076923076923077,17.73161742228431,24.076923076923077,17.73161742228431,24.076923076923077,17.73161742228431,16.75772885097831,15.765588103603909,11.815886816729689,10.10444973410345,9.105265670121382,,,,,,0,0,0,17.73161742228431,1.0,1.0,1.0,1.0
2017-01-09,5,0,0,1,2017,,,,,,22.714285714285715,17.782569561786627,22.714285714285715,17.782569561786627,22.714285714285715,17.782569561786627,22.714285714285715,17.782569561786627,22.714285714285715,17.782569561786627,15.288012744606021,15.071034032403658,11.666087106471894,10.048046974610594,9.082521815993285,,,,,,0,0,0,17.782569561786627,1.0,1.0,1.0,1.0
2017-01-10,6,1,0,1,2017,,,,,,21.6,17.67079915728609,21.6,17.67079915728609,21.6,17.67079915728609,21.6,17.67079915728609,21.6,17.67079915728609,14.127011151530269,14.4858060303131,11.541557719516467,10.003317173786169,9.065444132802188,,,,,,0,0,0,17.67079915728609,1.0,1.0,1.0,1.0
2017-01-11,10,2,0,1,2017,8.0,,,,,21.733333333333334,17.56809879406691,20.875,17.316177407268615,20.875,17.316177407268615,20.875,17.316177407268615,20.875,17.316177407268615,13.611134757588985,14.196399189647739,11.507677330076543,10.003280519932177,9.07062172763431,2.0,,,,,0,0,0,17.316177407268615,1.0411177644710579,1.0,1.0,1.0
2017-01-12,12,3,0,1,2017,53.0,,,,,19.0,15.413352282077659,20.352941176470587,16.903924013637294,20.352941176470587,16.903924013637294,20.352941176470587,16.903924013637294,20.352941176470587,16.903924013637294,13.409742912890362,14.054696016122078,11.5184976085364,10.02534371860696,9.08685097014049,-41.0,,,,,0,0,0,16.903924013637294,0.9335260115606937,1.0,1.0,1.0
2017-01-13,10,4,0,1,2017,35.0,,,,,17.333333333333332,14.90286006427082,19.77777777777778,16.579773487261185,19.77777777777778,16.579773487261185,19.77777777777778,16.579773487261185,19.77777777777778,16.579773487261185,12.983525048779066,13.793102724759363,11.485124034722412,10.02506367751738,9.091909967535836,-25.0,,,,,0,0,0,16.579773487261185,0.8764044943820224,1.0,1.0,1.0
2017-01-14,16,5,1,1,2017,41.0,,,,,15.666666666666666,13.38798324013349,19.57894736842105,16.135935704279177,19.57894736842105,16.135935704279177,19.57894736842105,16.135935704279177,19.57894736842105,16.135935704279177,13.360584417681682,13.935483194129727,11.584352077915327,10.091085073345917,9.130181934474695,-25.0,,,,,0,0,0,16.135935704279177,0.8001792114695341,1.0,1.0,1.0
2017-01-15,14,6,1,1,2017,39.0,,,,,14.0,11.729084728632008,19.3,15.755032612837681,19.3,15.755032612837681,19.3,15.755032612837681,19.3,15.755032612837681,13.440511365471473,13.939645568702003,11.637443241038067,10.134277503474692,9.15716153594575,-25.0,,,,,0,0,0,15.755032612837681,0.7253886010362695,1.0,1.0,1.0
2017-01-16,18,0,0,1,2017,36.0,,,,,12.8,10.12916580968048,19.238095238095237,15.358726385689543,19.238095238095237,15.358726385689543,19.238095238095237,15.358726385689543,19.238095238095237,15.358726385689543,14.010447444787538,14.201603919108326,11.777279653322944,10.22119156420978,9.206152330760455,-18.0,,,,,0,0,0,15.358726385689543,0.6653465346534654,1.0,1.0,1.0
2017-01-17,31,1,0,1,2017,22.0,,,,,13.4,10.946623745638261,19.772727272727273,15.19690387697071,19.772727272727273,15.19690387697071,19.772727272727273,15.19690387697071,19.772727272727273,15.19690387697071,16.134141514189096,15.285371408198111,12.199757023579581,10.450791657422933,9.326893869094192,9.0,,,,,1,1,0,15.19690387697071,0.6777011494252874,1.0,1.0,1.0
2017-01-18,30,2,0,1,2017,34.0,,,,,13.133333333333333,10.446234226926444,20.217391304347824,14.999868247115707,20.217391304347824,14.999868247115707,20.217391304347824,14.999868247115707,20.217391304347824,14.999868247115707,17.86737382491546,16.234702285088556,12.590971154929479,10.666805009274613,9.441426313032729,-4.0,,,,,1,1,0,14.999868247115707,0.6496057347670251,1.0,1.0,1.0
2017-01-19,27,3,0,1,2017,1.0,,,,,14.866666666666667,10.446234226926444,20.5,14.73534644257164,20.5,14.73534644257164,20.5,14.73534644257164,20.5,14.73534644257164,19.00895209680103,16.929237621534455,12.907653107568391,10.84728230198981,9.538703729581025,26.0,,,,,1,1,0,14.73534644257164,0.7252032520325203,1.0,1.0,1.0
2017-01-20,27,4,0,1,2017,32.0,,,,,14.533333333333333,9.927355184155594,20.76,14.483553891684641,20.76,14.483553891684641,20.76,14.483553891684641,20.76,14.483553891684641,20.0078330847009,17.57896422659675,13.217375017292163,11.025765370476112,9.635442213073652,-5.0,,,,,1,1,0,14.483553891684641,0.7000642260757867,1.0,1.0,1.0
2017-01-21,22,5,1,1,2017,4.0,,,,,15.733333333333333,9.647106647418523,20.807692307692307,14.193010197330885,20.807692307692307,14.193010197330885,20.807692307692307,14.193010197330885,20.807692307692307,14.193010197330885,20.256853949113285,17.86419234100986,13.41039974218684,11.147027631575824,9.70394391826438,18.0,,,,,1,1,0,14.193010197330885,0.7561306223043747,1.0,1.0,1.0
2017-01-22,30,6,1,1,2017,4.0,,,,,17.466666666666665,9.723804859846835,21.14814814814815,14.029374961963267,21.14814814814815,14.029374961963267,21.14814814814815,14.029374961963267,21.14814814814815,14.029374961963267,21.474747205474124,18.647147673847932,13.775006341259656,11.355347768243494,9.816387442262917,26.0,,,,,1,1,0,14.029374961963267,0.8259194395796846,1.0,1.0,1.0
2017-01-23,36,0,0,1,2017,4.0,,,,,19.6,10.06266082391446,21.678571428571427,14.05031585628507,21.678571428571427,14.05031585628507,21.678571428571427,14.05031585628507,21.678571428571427,14.05031585628507,23.290403804789857,19.76668653359968,14.263467740352851,11.627664367489423,9.961449007679743,32.0,,,,,1,1,0,14.05031585628507,0.9041186161449755,1.0,1.0,1.0
2017-01-24,38,1,0,1,2017,5.0,,,,,21.8,10.248344814094194,22.24137931034483,14.126103426973648,22.24137931034483,14.126103426973648,22.24137931034483,14.126103426973648,22.24137931034483,14.126103426973648,25.129103329191125,20.943029337883576,14.785149768037405,11.919071391053075,10.116787240324177,33.0,,,,,1,1,0,14.126103426973648,0.9801550387596899,1.0,1.0,1.0
2017-01-25,55,2,0,1,2017,6.0,,,,,25.066666666666666,12.429611341278456,23.333333333333332,15.11412523466692,23.333333333333332,15.11412523466692,23.333333333333332,15.11412523466692,23.333333333333332,15.11412523466692,28.862965413042232,23.140253251568506,15.668992630278339,12.39510375137293,10.365447698826536,49.0,,,,,1,1,1,15.11412523466692,1.0742857142857143,1.0,1.0,1.0
2017-01-26,81,3,0,1,2017,10.0,8.0,,,,29.8,18.377781616475286,25.766666666666666,18.134903160581754,25.193548387096776,18.113382446575624,25.193548387096776,18.113382446575624,25.193548387096776,18.113382446575624,35.380094736411955,26.87314013856409,17.104838946096397,13.153168903291462,10.756774858389825,71.0,73.0,,,,1,1,1,18.134903160581754,1.1565329883570505,1.0227486128894578,1.0,1.0
2017-01-27,57,4,0,1,2017,12.0,53.0,,,,32.8,18.929191364511205,25.9,18.355399468689654,26.1875,18.684886941054796,26.1875,18.684886941054796,26.1875,18.684886941054796,38.082582894360456,28.816808516721245,17.981655672555814,13.637664274525811,11.01297001152894,45.0,4.0,,,,1,1,1,18.355399468689654,1.2664092664092663,0.9890214797136038,1.0,1.0
2017-01-28,27,5,1,1,2017,10.0,35.0,,,,33.93333333333333,17.950195648224103,25.633333333333333,18.276578819169995,26.21212121212121,18.391162238554923,26.21212121212121,18.391162238554923,26.21212121212121,18.391162238554923,36.697260032565396,28.699595064029555,18.179861042389753,13.785314393039338,11.10154081478917,17.0,-8.0,,,,1,1,0,18.276578819169995,1.3237971391417425,0.9779190751445087,1.0,1.0
2017-01-29,30,6,1,1,2017,16.0,41.0,,,,34.86666666666667,17.30345410054084,25.266666666666666,18.06679815026168,26.323529411764707,18.122011708910705,26.323529411764707,18.122011708910705,26.323529411764707,18.122011708910705,35.86010252849472,28.783492156672814,18.439644316183387,13.964482189801334,11.206241419693384,14.0,-11.0,,,,1,1,0,18.06679815026168,1.3799472295514512,0.959851024208566,1.0,1.0
2017-01-30,48,0,0,1,2017,14.0,39.0,,,,37.13333333333333,16.58685652930685,25.566666666666666,18.374801586230348,26.942857142857143,18.225616841240175,26.942857142857143,18.225616841240175,26.942857142857143,18.225616841240175,37.37758971243288,30.023266856242312,19.089322463080453,14.340565259527287,11.410084957534417,34.0,9.0,,,,1,1,0,18.374801586230348,1.4524119947848761,0.9489218805231531,1.0,1.0
2017-01-31,63,1,0,1,2017,18.0,36.0,,,,40.13333333333333,16.94472807464933,26.466666666666665,19.52846434157663,27.944444444444443,18.941932989978227,27.944444444444443,18.941932989978227,27.944444444444443,18.941932989978227,40.58039099837877,32.15079802680732,20.054392299056705,14.87823857157671,11.695901661370794,45.0,27.0,,,,1,1,1,19.52846434157663,1.5163727959697735,0.947117296222664,1.0,1.0
2017-02-01,60,2,0,2,2017,31.0,22.0,,,,42.06666666666667,17.47433492160376,27.733333333333334,20.439875384823814,28.81081081081081,19.40623874175782,28.81081081081081,19.40623874175782,28.81081081081081,19.40623874175782,43.00784212358142,33.947520734755244,20.93231774303348,15.376821570785806,11.963514394548795,29.0,38.0,,,,1,1,1,20.439875384823814,1.5168269230769231,0.9626016260162602,1.0,1.0
